App,Time Spent (Hours),Category,Productivity
facebook.com,56384,General Social Networking,-2
messages,8415,General Social Networking,-2
Mail,23761,Email,2
google.com,4159,Search,2
Safari,2910,Browsers,2
loginwindow,3034,General Utilities,0
usernotificationcenter,606,General Utilities,0
Finder,21458,General Utilities,0
drive.google.com,4774,General Business,2
unmountassistantagent,53,General Utilities,1
view.ebookplus.pearsoncmg.com,5273,General Reference & Learning,1
applications,88,General Business,2
handbrake,2104,Video Editing,2
state.gov,14,Search,0
kff.org,1,Health & Medicine,1
spotlight,116,General Utilities,1
mpeg streamclip,355,Video Editing,2
lightroom,8041,Presentation,2
photos,122,Photos,0
photoshop cc,858,General Design & Composition,2
quicktime player,5370,General Entertainment,-1
who.int,12,General News & Opinion,-2
en.wikipedia.org,5204,General Reference & Learning,1
Preview,8812,General Reference & Learning,2
english.gov.cn,101,Legal & Gov't,1
english1.english.gov.cn,23,Legal & Gov't,1
gov.cn,20,Legal & Gov't,1
microsoft autoupdate,302,General Utilities,1
amazon.com,3456,General Shopping,-1
flash player (safari internet plug-in),517,Video,-2
mackeeperapp3.mackeeper.com,5,General Utilities,1
deerfield.edu,1742,General Reference & Learning,1
9to5mac.com,4555,General News & Opinion,-2
dalearn.deerfield.edu,1595,General Reference & Learning,2
sparknotes.com,1905,Search,2
boardingschools.com,6,Uncategorized,0
macrumors.com,1417,General News & Opinion,-2
session.masteringphysics.com,57,Search,0
isb.bj.edu.cn,328,General Reference & Learning,1
berniesanders.com,38,Uncategorized,0
microsoft word,38105,Writing,2
dainfo.deerfield.edu,2361,General Reference & Learning,1
deerfield.instructure.com,93,General Reference & Learning,1
macworld.co.uk,239,General Reference & Learning,1
cameraeyeworkshops.com,221,Uncategorized,0
bhphotovideo.com,15876,General Shopping,-2
bookslut.com,159,General News & Opinion,-2
microsoft onenote,18058,Intelligence,2
csmonitor.com,242,General News & Opinion,-2
gitzo.us,5,Uncategorized,0
goodreads.com,1,General Social Networking,-2
microsoft error reporting,171,Science & Technology,-1
google drive,80,General Business,2
techcrunch.com,406,Science & Technology,-1
adobe premiere pro cc 2015,69224,Video Editing,2
taxhistory.org,54,Uncategorized,0
encyclopediavirginia.org,33,Uncategorized,0
infoplease.com,332,General Reference & Learning,1
find.galegroup.com,149,Search,0
libguides.library.deerfield.edu,96,Uncategorized,0
library.deerfield.edu,35,General Reference & Learning,1
america.eb.com,1867,Uncategorized,0
presidency.ucsb.edu,131,General Reference & Learning,1
dalibrary.deerfield.edu,10,General Reference & Learning,1
Skype,2560,General Social Networking,-2
irs.gov,1,Legal & Gov't,1
history.state.gov,208,General Reference & Learning,1
Dictionary,271,General Reference & Learning,1
MS Excel,5381,General Business,2
upload.wikimedia.org,19,Search,0
indexmundi.com,9,General News & Opinion,-2
facetime,10272,Voice Chat,-2
contacts,8,Customer Relations,2
digital-photography-school.com,40,General News & Opinion,-2
helpx.adobe.com,207,General Software Development,2
calendar,1045,Calendars,1
Gmail,292,Email,2
mentalfloss.com,57,Search,0
interrete.org,64,Uncategorized,0
bostonpreferredcarservice.com,8,Uncategorized,0
wolframalpha.com,1772,Search,1
Google Documents,12864,Writing,2
havingfunathome.com,773,Uncategorized,0
wsj.com,43,General News & Opinion,-2
quora.com,653,General Reference & Learning,-1
RescueTime,35,Intelligence,0
Dropbox,314,File Sharing,-2
System Preferences,188,General Utilities,0
online.infobase.com,19,General Reference & Learning,1
library.uwb.edu,353,General Reference & Learning,1
commons.wikimedia.org,32,Search,0
loc.gov,22,Search,2
census.gov,649,Legal & Gov't,1
migrationpolicy.org,63,General Reference & Learning,1
dhs.gov,66,Legal & Gov't,1
artofproblemsolving.com,675,Engineering & Technology,2
brilliant.org,161,General Reference & Learning,1
immigrants.harpweek.com,1386,Uncategorized,0
libguides.usc.edu,28,General Reference & Learning,1
memory.loc.gov,17,Search,0
teachingresources.atlas.illinois.edu,7,Uncategorized,0
oac.cdlib.org,6,General Reference & Learning,1
kon.org,29,Uncategorized,0
fisher.lib.virginia.edu,2,General Reference & Learning,1
latinamericanstudies.org,102,General Reference & Learning,1
immigrationeis.org,22,Uncategorized,0
archives.gov,6,Search,0
ask.library.yale.edu,5,General Reference & Learning,1
apstudio.ets.org,1952,General News & Opinion,-2
heritageexplorer.com,20,Uncategorized,0
heritage-explorer.co.uk,6,Uncategorized,0
exploreculture.org.uk,8,Uncategorized,0
heritage.org,2,General News & Opinion,-2
harpweek.com,286,Uncategorized,0
thecrimson.com,2,General News & Opinion,-2
mathwords.com,100,General Reference & Learning,1
Calculator,2,General Utilities,1
campaignrhetoric.wordpress.com,5,General News & Opinion,-2
wordnik.com,5,General Reference & Learning,1
escrowsecurityalert,3,Uncategorized,0
dropbox finder integration,8,General Utilities,1
core sync,2,Uncategorized,0
tabletdriver,3,Uncategorized,0
coreservicesuiagent,10,General Utilities,0
keychain circle notification,1,General Utilities,1
www2.census.gov,28,General Reference & Learning,1
easybib.com,531,Search,2
www-secure.easybib.com,19,Search,0
udel.edu,68,General Reference & Learning,1
proxy.library.deerfield.edu:2443,22,Uncategorized,0
proxy.library.deerfield.edu:2188,113,Uncategorized,0
media.mit.edu,778,General Reference & Learning,1
cameraculture.media.mit.edu,44,General Reference & Learning,1
wired.com,2,Science & Technology,-1
Activity Monitor,40,General Utilities,0
bensound.com,43,Audio Editing,2
iTunes,374,Music,0
vimeo.com,2671,General Entertainment,-2
youtube.com,13849,Video,-2
system information,7,General Utilities,0
wi-fi,2,General Utilities,1
creative cloud,78,General Design & Composition,2
store.lowepro.com,375,General Shopping,-1
tv.cctv.com,204,General News & Opinion,-2
techradar.com,805,General News & Opinion,-2
photographylife.com,5534,General Reference & Learning,-1
masteringphysics.com,12,Engineering & Technology,1
pearsonmylabandmastering.com,13,General Reference & Learning,1
auth.mastering.pearsoncmg.com,3,General Reference & Learning,1
df.unipi.it,70,Uncategorized,0
physics.lsu.edu,220,General Reference & Learning,1
fstoppers.com,440,General Reference & Learning,1
twitter.com,547,General Social Networking,-2
accounts.google.com,51,General Communication & Scheduling,0
auth.deerfield.edu,26,General Reference & Learning,1
starcircleacademy.com,414,Uncategorized,0
moonconnection.com,43,General Reference & Learning,1
thinktankphoto.com,2655,General Shopping,-1
secure.bhphotovideo.com,830,Search,-1
nikonusa.com,1617,Search,-2
data.worldbank.org,55,General Reference & Learning,1
micreviews.com,19,Uncategorized,0
resourcemagonline.com,184,Uncategorized,0
jdfrey.wordpress.com,42,General News & Opinion,-2
wirerealm.com,8,Uncategorized,0
gearslutz.com,29,General Communication & Scheduling,0
markusfeng.com,278,Uncategorized,0
markustutortraining.edublogs.org,22,General Reference & Learning,1
picrazy2.com,80,Uncategorized,2
spiderholster.com,112,Uncategorized,0
lowepro.com,152,General Shopping,-1
cinema5d.com,124,General Reference & Learning,1
dancarrphotography.com,24,Uncategorized,0
agentlemansword.com,36,Uncategorized,0
problem reporter,151,General News & Opinion,-2
shop.samsonite.com,394,General Shopping,-2
travelpro.com,79,Travel & Outdoors,-2
samsonite.com,6,General Shopping,-2
timbuk2.com,132,General Shopping,-2
photography-on-the.net,87,Science & Technology,-1
naturephotographers.net,85,General Design & Composition,2
dpreview.com,8,General Entertainment,-2
rode.com,23,Uncategorized,0
accounts.adobe.com,696,General Design & Composition,2
adobe.com,60,General Software Development,2
adobeid-na1.services.adobe.com,29,General Design & Composition,2
keychain access,397,Systems Operations,2
SecurityAgent,27,Systems Operations,0
Dictionary.com,6,General Reference & Learning,1
tiffen.com,58,Uncategorized,0
cdn-10.nikon-cdn.com,59,Uncategorized,0
mail.deerfield.edu,44,General Reference & Learning,1
images2.powerreviews.com,313,Uncategorized,0
nikonrumors.com,2423,Science & Technology,-1
mylimo5.com,94,Uncategorized,0
valleytransporter.com,472,Uncategorized,0
theworldsworstwebsiteever.com,198,Uncategorized,0
webpagesthatsuck.com,70,General News & Opinion,-2
apple.com,66,Engineering & Technology,-1
meaww.com,152,Uncategorized,0
time.com,119,General News & Opinion,-2
screensaverengine,165,General Utilities,0
translate.google.com,104,Search,1
opm.gov,160,Legal & Gov't,1
answers.yahoo.com,13,Search,0
faa.gov,117,Search,0
dji.com,1160,General Shopping,-2
store.dji.com,296,General Shopping,-2
nofilmschool.com,35,General Reference & Learning,1
yahoo.com,243,Search,0
huffingtonpost.com,294,General News & Opinion,-2
cinemablend.com,9,General News & Opinion,-2
sports.yahoo.com,18,Sports,-1
1624.formovietickets.com:2235,287,Uncategorized,0
gardencinemas.net,93,Uncategorized,0
secure.bankofamerica.com,60,Accounting,2
bankofamerica.com,10,General Business,2
wunderground.com,63,General News & Opinion,-2
washingtonpost.com,265,General News & Opinion,-2
nikontransfer.com,88,Uncategorized,0
theverge.com,357,Science & Technology,-1
photographio.com,126,Uncategorized,0
follari.com,165,Uncategorized,0
downloadcenter.nikonimglib.com,129,Uncategorized,0
dropbox.com,34,File Sharing,2
redgiant.com,419,Video Editing,2
download.nikonimglib.com,127,Uncategorized,0
cameratico.com,774,Uncategorized,0
rescuetime.com,274,Intelligence,0
Google Presentations,732,Presentation,2
pbs.org,197,General Reference & Learning,1
Google Presentations - Google Apps,2,Presentation,2
thegreatcourses.com,495,General Reference & Learning,1
media encoder cc,208,Video Editing,2
popularmechanics.com,107,General News & Opinion,-2
popsci.com,210,Science & Technology,-1
thediplomat.com,145,International,-2
thedailybeast.com,31,General News & Opinion,-2
defense.gov,711,Uncategorized,-1
admission.grinnell.edu,8,General Reference & Learning,1
Google Drive - Google Apps,22,General Business,2
briansmith.com,269,Uncategorized,0
eoshd.com,61,General Entertainment,-2
creativelive.com,4366,General Reference & Learning,1
zh.wikipedia.org,8,Search,0
ruggard.com,37,Uncategorized,0
daisydisk,770,General Utilities,0
webmd.com,37,Health & Medicine,1
cia.gov,128,Search,0
irp.wisc.edu,13,General Reference & Learning,1
mindshiftgear.com,25,Uncategorized,0
istatmenusagent,1,General Utilities,1
nature.com,37,Search,0
motherboard.vice.com,163,General News & Opinion,-2
cnn.com-mobile.org,342,Uncategorized,0
survivalgiant.com,44,Uncategorized,0
nullrefer.com,2,Uncategorized,0
creative.adobe.com,1,General Design & Composition,2
iskl.edu.my,113,General Reference & Learning,1
g.isb.bj.edu.cn,43,General Reference & Learning,1
amc-reg.maa.org,556,General Reference & Learning,1
maa.org,53,General News & Opinion,-2
services.artofproblemsolving.com,70,Engineering & Technology,1
cnn.com,122,General News & Opinion,2
masterherald.com,94,Uncategorized,0
christianpost.com,44,General News & Opinion,-2
digitaltrends.com,3,Engineering & Technology,1
apple.stackexchange.com,95,Engineering & Technology,1
apstudent.collegeboard.org,517,General Reference & Learning,1
secure-media.collegeboard.org,6793,General Reference & Learning,1
account.collegeboard.org,15,General Reference & Learning,1
sso.collegeboard.org,2,General Reference & Learning,1
ecl.collegeboard.org,3,General Reference & Learning,1
yourbrandsrewardsurveys.com,8,Uncategorized,0
mym3challenge.siam.org,541,General Reference & Learning,1
590films.org,106,Uncategorized,0
art-bin.com,105,Uncategorized,0
disk utility,18,General Utilities,1
ezs3.com,57,Video Editing,2
apply.usma.edu,2,General Reference & Learning,1
saintroseinfo.org,2,Uncategorized,0
usma.cmail20.com,1,Uncategorized,0
chegg.com,2,General News & Opinion,-2
flickr.com,10,Photos,-2
antiquityechoes.blogspot.com,2,General Business,2
qz.com,315,General News & Opinion,-2
wetransfer.com,66,File Sharing,-2
taylorstavernandrestaurant.com,202,Uncategorized,0
m3challenge.siam.org,380,Search,0
coursera.org,3593,General Reference & Learning,1
core sync helper,8,Uncategorized,0
lateragent,49,General Utilities,1
businessinsider.com,273,General News & Opinion,-2
nhts.ornl.gov,752,General News & Opinion,-2
greenbiz.com,54,General Reference & Learning,1
blog.tempo.io,79,General Business,2
newsroom.aaa.com,15,Search,0
statista.com,78,Intelligence,2
fhwa.dot.gov,796,Engineering & Technology,1
nhtsa.gov,15,General Reference & Learning,1
bls.gov,128,Search,0
factfinder.census.gov,422,General Utilities,1
quickfacts.census.gov,1366,Search,0
cnbc.com,15,Business,-1
msr-waypoint.com,648,Uncategorized,0
pitt.edu,46,General Reference & Learning,1
rita.dot.gov,3,General Reference & Learning,1
mathworks.com,578,Engineering & Technology,1
download java components,1,General Utilities,1
installer,202,General Utilities,1
support.apple.com,13,Search,0
diskimages ui agent,10,General Utilities,1
xquartz.org,6,Uncategorized,0
xquartz.macosforge.org,1,Systems Operations,2
matlab,9278,General Software Development,2
google software update,1,General Utilities,1
stackoverflow.com,189,General Software Development,2
zipcar.com,486,Travel & Outdoors,-2
carshareservices.com,17,Uncategorized,0
tsrc.berkeley.edu,176,General Reference & Learning,1
ibisworld.com,80,General Business,2
thetransportpolitic.com,73,General News & Opinion,-2
web1.ctaa.org,20,Uncategorized,0
mathworks fatal exit reporter,28,Uncategorized,0
vtpi.org,506,Uncategorized,0
reviews.com,20,Uncategorized,0
members.zipcar.com,32,General Shopping,-2
autorentalnews.com,18,Uncategorized,0
nf.nci.org.au,25,General Reference & Learning,1
Xcode,926,Editing & IDEs,2
class.coursera.org,122,General Reference & Learning,1
aimotion.blogspot.com,34,General Business,2
idle,27,Editing & IDEs,2
python.org,16,General Software Development,2
xuru.org,259,Engineering & Technology,1
com.apple.dock.extra,1,General Utilities,1
eaptlstrust,5,General Utilities,1
cts.vresp.com,3,Email,0
